   0.27987,   0.53931,   0.58161,   0.62085,   0.60357,   0.57167,   0.45458,   0.33979,   0.10820,   0.05252,   0.00666,   0.00000,   0.02701,   0.08684,   0.15800,   0.19038,   0.26976,   0.33634,   0.36109,   0.36855,   0.35225,   0.33133,   0.31576,   0.29516,   0.34062,   0.65940,   0.69993,   0.65615,   0.59706,   0.50864,   0.34308,   0.19522,   0.26502,   0.18516,   0.12421,   0.11988,   0.17449,   0.28145,   0.38255,   0.48204,   0.55689,   0.59024,   0.59898,   0.59116,   0.57742,   0.56038,   0.55466,   0.54163
   0.62311,   0.86157,   0.87670,   0.85983,   0.77109,   0.67164,   0.53374,   0.37758,   0.25744,   0.19109,   0.12903,   0.13044,   0.18709,   0.31153,   0.44863,   0.50518,   0.54293,   0.57540,   0.60509,   0.59098,   0.55501,   0.53255,   0.52462,   0.53473,   0.63145,   0.87698,   0.90087,   0.83900,   0.77152,   0.67233,   0.51108,   0.36031,   0.25778,   0.18596,   0.13848,   0.13244,   0.18597,   0.28761,   0.45960,   0.55133,   0.61944,   0.66388,   0.69434,   0.69498,   0.69720,   0.69428,   0.67235,   0.67266
   0.73664,   0.90135,   0.92659,   0.89666,   0.82918,   0.72150,   0.51421,   0.34691,   0.25861,   0.17786,   0.11766,   0.11207,   0.16358,   0.27777,   0.46001,   0.54670,   0.60919,   0.65940,   0.66147,   0.67034,   0.66374,   0.65471,   0.63248,   0.62593,   0.65497,   0.83691,   0.85093,   0.78633,   0.70102,   0.61190,   0.48217,   0.34343,   0.24844,   0.16164,   0.10415,   0.08766,   0.10934,   0.15538,   0.22378,   0.24270,   0.31739,   0.40235,   0.42984,   0.42426,   0.40341,   0.37517,   0.34730,   0.36020
   0.44571,   0.61838,   0.66141,   0.63530,   0.57834,   0.49640,   0.34279,   0.23170,   0.15703,   0.09364,   0.04598,   0.02700,   0.03887,   0.07071,   0.11556,   0.11799,   0.16793,   0.21046,   0.22506,   0.23016,   0.22221,   0.20987,   0.21466,   0.23762,   0.32014,   0.53201,   0.60135,   0.58066,   0.53057,   0.43714,   0.30236,   0.18992,   0.13894,   0.08791,   0.05061,   0.05002,   0.11491,   0.24284,   0.43711,   0.52619,   0.60865,   0.68135,   0.70372,   0.71447,   0.71119,   0.68186,   0.64695,   0.64711
   0.67464,   0.87060,   0.89247,   0.84197,   0.77112,   0.64246,   0.45797,   0.31572,   0.23717,   0.18250,   0.12682,   0.12214,   0.17785,   0.28867,   0.51151,   0.60391,   0.65941,   0.71566,   0.72774,   0.73787,   0.72704,   0.70533,   0.67206,   0.65983,   0.71256,   0.91441,   0.94193,   0.88825,   0.81848,   0.69498,   0.51894,   0.36998,   0.26763,   0.19681,   0.13812,   0.13482,   0.19044,   0.30925,   0.52151,   0.62158,   0.67150,   0.72327,   0.75615,   0.74907,   0.71486,   0.70355,   0.67063,   0.66793
   0.71174,   0.90226,   0.93834,   0.88264,   0.79704,   0.69348,   0.48871,   0.33175,   0.28464,   0.21175,   0.14886,   0.14092,   0.20065,   0.31502,   0.54071,   0.62585,   0.68192,   0.74076,   0.77530,   0.79289,   0.76963,   0.74017,   0.67492,   0.66500,   0.70700,   0.88694,   0.92605,   0.87845,   0.80622,   0.69751,   0.49143,   0.36246,   0.30508,   0.23914,   0.18550,   0.18879,   0.24905,   0.37389,   0.58240,   0.66227,   0.68038,   0.69849,   0.70250,   0.69218,   0.66687,   0.63706,   0.60507,   0.61123
   0.65357,   0.87106,   0.91457,   0.86112,   0.77970,   0.69238,   0.53812,   0.42220,   0.28973,   0.21465,   0.15872,   0.14774,   0.16491,   0.22911,   0.31787,   0.33338,   0.39020,   0.42023,   0.43329,   0.43938,   0.39597,   0.36457,   0.32734,   0.33134,   0.38089,   0.62579,   0.67880,   0.65007,   0.60059,   0.51881,   0.36967,   0.28235,   0.23197,   0.16313,   0.11853,   0.09830,   0.10530,   0.13845,   0.19373,   0.19949,   0.24495,   0.28237,   0.29286,   0.29684,   0.29308,   0.27448,   0.28174,   0.30145
   0.39136,   0.61374,   0.66618,   0.64901,   0.59028,   0.50753,   0.38869,   0.26677,   0.22585,   0.16744,   0.13876,   0.13712,   0.18515,   0.29967,   0.46645,   0.54006,   0.59317,   0.67090,   0.67115,   0.64304,   0.63281,   0.59833,   0.61470,   0.57643,   0.61309,   0.82498,   0.86256,   0.82979,   0.77152,   0.65735,   0.49090,   0.34980,   0.27265,   0.22041,   0.18390,   0.18321,   0.23484,   0.37941,   0.57551,   0.63718,   0.64811,   0.65568,   0.65648,   0.65006,   0.64285,   0.63033,   0.61579,   0.61281
   0.64384,   0.82570,   0.88642,   0.84454,   0.77885,   0.66011,   0.49252,   0.36311,   0.29767,   0.23021,   0.18966,   0.18777,   0.23644,   0.37332,   0.55790,   0.63645,   0.66598,   0.69551,   0.70137,   0.71378,   0.70821,   0.69888,   0.66000,   0.65568,   0.69607,   0.87132,   0.90233,   0.86267,   0.78941,   0.67803,   0.49140,   0.39518,   0.26458,   0.18707,   0.14011,   0.13583,   0.19038,   0.31218,   0.53668,   0.63267,   0.67894,   0.71511,   0.73368,   0.74186,   0.73282,   0.72567,   0.68270,   0.66736
   0.70954,   0.88995,   0.92344,   0.87842,   0.80923,   0.69353,   0.48848,   0.36563,   0.26917,   0.21413,   0.15578,   0.15191,   0.20086,   0.31626,   0.53203,   0.61498,   0.66555,   0.69990,   0.71631,   0.70080,   0.67914,   0.65612,   0.61525,   0.60325,   0.64390,   0.82529,   0.85762,   0.81137,   0.74710,   0.64941,   0.52226,   0.38408,   0.25746,   0.20390,   0.14543,   0.14404,   0.14992,   0.21640,   0.29539,   0.31392,   0.38820,   0.43855,   0.44238,   0.42397,   0.40185,   0.36523,   0.34195,   0.35961
